Tweet,Label
习最大的能力就是上台几年内，让海外原本经过改革开放三十年来而变得亲共，或准备亲共的个人与组织纷纷倒向反共与厌共，这个威力甚大，别人做不到的事情他做到了。习上台前，海外反共主要就是轮子们天天空口瞎喊，缺乏响应与共鸣，西方社会普遍也不爱搭理，但因为习的倒行逆施,Abusive-only
八岁的小明还不会说话，父母为此很是烦恼。一天早上，小明看到桌上的早餐，突然开口说道：“麦片粥里放点糖好吗?”“你说话了！能开口了！”父母惊喜不已。小明耸耸肩膀说：“平时你们做得那么好，我怎么好意思开口呢？”,Neither
RT : 香港人 打科興疫苗 16人死亡。中國人，沒人死亡。太奇怪了,Neither
RT :  没什么用，美日重新签约已经明确台湾地区适用安保条列，加上这次新的北约宣言也把台海南海问题列入重大挑战，最后澳大利亚也阐明态度在台海南海问题上站队美国。最重要的是台湾本岛已经有美军进驻。就像班农先生之前分析的…,Neither
黑畜牲！怎么没遇见个拿枪的崩了他！,Hate-speech
昨天在實驗室認識了一個大學長是個很帥的黑人他叫做Kevin我們私底下都叫他ㄎㄟˇvin（重音）是個很nice的好人哦👍,Neither
见到美国之音4个字，不舒服，阴阳怪气！同法轮功，大纪元下场差不多！,Neither
RT : 這件衣服是99%IS秋冬裝，特別訂製這裡有製作影片： ,Neither
被誤認為中國人真的很倒楣,Neither
RT : 独家：21位黑人领导人谴责左派关于佐治亚州选举法的谎言,Neither
缠了几圈？腰围是多少？,Neither
艹泥马，日本鬼子，辣鸡国家,Hate-speech
轮子就是一群魔子魔孙,Hate-speech
RT : 只有黑人警察才能放胆执法⚠️⚠️👇👇 ,Neither
我还以为宁波呢，不过宁波也有一家,Neither
有他我馬上復活👍🏻（？,Neither
可惜的是那个年代爱看追捕的人现在都爱看抗日神剧了。强国的人的脑子和审美就和猪一样，给你吃什么就变成什么。,Hate-speech
😇世界？谁在乎？有人在乎印度现在的处境吗？肮脏的街道，肮脏的国家，粪便当成食物的国家。印度人毫无羞耻心，这一点全世界是公认的。🤣,Hate-speech
年入百万不是梦😂😂😂😂😂 ,Neither
我不是法轮功，我不认为法轮功挺川普有罪，我也没有看到法轮功煽动了暴力。只要能发声，在哪都没有分别。,Neither
愿你在美国不会被尼哥无缘无故来一拳，而且你还不敢还手,Abusive-only
戴帽子你是喜欢红色还是绿色？请台蛙们踊跃发言,Abusive-only
发掘黑人自己的童话和传说，这主意比较靠谱。硬要黑人饰演白雪公主这种白人的传统文化故事的角色，无论是白人还是黑人，看了都会觉得变扭。,Neither
日本人怎么这么自私邪恶，尽干些伤天害理、灭子灭孙的坏事！必须反对，如果排放了，全世界起来制裁、谴责狗日的！,Hate-speech
黑垃圾！黑人百分之九十九点九九都是垃圾，美国🇺🇸最高法院黑人大法官多么伟大（这种概率极少）政治正确本质就是：颠倒黑白正邪不分善恶不分好坏不分美丑不分美国… ,Hate-speech
RT : 腦細（在美國）：我打完針了！現在打完針都不用戴口罩，我打算Weekend出去玩！我：……打完針不代表不用戴口罩，不代表不會被感染……腦細：I know you’re going to say this haha我：………………………,Neither
这么说的话 倒是感觉里面还是包含了白人的优越感,Neither
不用理他，港渣的水平就那样。骂他嫌脏嘴,Hate-speech
很简单，你就去你英爹那里做二等公民就好了，那里风景好就过去。香港是中国的香港，越南猴子后裔也不要来捣乱了，要么回你的东南亚，要么回你的大阴蒂国！,Hate-speech
让我为你唱毛毛🤗,Neither
嗯，日本人不吃的我只有看到过墨西哥进口的冷冻猪肉有带猪皮的,Neither
阿塞拜疆语言大学孔子学院在线举办端午节知识竞赛活动  ,Neither
美国这是拉着欧盟一起反对自己？,Neither
不過我要感謝風音前輩，要不是你我都不知大小姐這麼好看,Neither
RT : “都说了不要再去当什么拳击手了！！” ,Neither
日防相在东盟防长扩大会议提台海和平稳定重要性  ,Neither
我帶妳去宮廟看看🤔,Neither
抓紧时间梧桐台湾，让台蛙🐸成为火锅食材。,Abusive-only
是啊，英治时期的港督可不就是女王陛下任命的，还是对你们这帮港废太好了，现在让你们当人，你们非想当狗,Hate-speech
呢班大陸喱，沒有瘋癲，只有更瘋癲!! 點解仲要落嚟去攪死香港??簡直影響香港國際金融中心嘅美譽,Hate-speech
世界毒瘤 你赶紧死吧 港巴贱畜 香港永远都是中国的一部分 人死远点 在中国的领土上 你挥舞你妈个b,Hate-speech
英国独立党前领袖法拉奇：英联邦国家的民众大多数都是黑人和亚裔。纵观世界历史，【没人比英国王室为有色人种做得更多】2021年的现在，仍然有国王这类东西存在的国家是人类文明史的耻辱 ,Neither
在我们商店工作的所有女性都是日本人。,Neither
曹尼玛的日本鬼子 八嘎呀路😂😂😂😂😂,Hate-speech
下次打印度阿三直接抓几个香港曱甴，和几个湾湾仔去就行了，何必自己人上。,Abusive-only
作为老健力宝（家里）人还是挺心up的，当年被收了然后转手贱卖给台湾佬就一直走下坡路，最后厂拆的时候还要捉把沙,Neither
如果你也喜欢吃糕呢？我们会是朋友呢 ,Neither
RT : 居然得到了特典wwwwwwwwwwww ,Neither
不是轮子们已经攻占各大媒体了吗？,Abusive-only
尼哥揍尼哥，两眼泪汪汪😂,Abusive-only
RT : 哇靠紫丁香超辣 ,Neither
"所谓的""""xx(种族/宗教/..)歧视""""就是明目张胆灭杀言论自由!非洲黑畜已经没救了,流窜到美洲还是不思悔改.这学校也是垃圾, 既然是垃圾, 大不了不上了,免得被进一步洗脑!",Hate-speech
印度阿三总要在嘴上占点便宜才行,Hate-speech
轮子的音乐，会使人变得顺从，服从，没脾气，越听越伤感，越对生活失去乐趣，一星想早日进天国。很害法轮功学员轮子废物聚堆，听他们音乐宣传洗脑，使人失去壮心，消沉，伤感，低落，陷入冥想，服从，顺从，没脾… ,Abusive-only
经济崩溃好几十年了，现在大陆人都修仙，吸风饮露就能活😏😏,Neither
那是端午投糉江中的的習俗,Neither
RT : 東南亞和印度希望從以美英為掩護的國際金融資本的血腥統治中解放出來。 在全世界範圍內對日本人歧視、屠殺、惡性宣傳、對日禁運的折磨下，在這裡日本終於拔出代代相傳的寶刀，與油太人公然為敵，認為油太教徒是禍害世界和平的罪魁禍首。決定把亞洲的白人驅逐出…,Neither
“我们白人的中立，你们黄皮肤的关我什么事”,Neither
所以36年过去了还是不能随便选语言？,Neither
RT : 6/16飛咻日快樂🐯🐱💜 ,Neither
对于俺这种外行来说，改前改后的内容都有一定道理。。。 ,Neither
"洋垃圾, yes u 洋垃圾 ",Hate-speech
20核估计是洋垃圾E3CPU，整套机五百块的水平，智商税。,Neither
核心不核心的不说，我见过一些亚洲人的皮肤比一些白人还要白，亚洲人也可以演白雪公主 ,Neither
RT : ⚠️湛澄⚠️⚠️ZhanCheng⚠️畫來送人的圖，就不貼全部了😙 ,Neither
让印度人拿石头砸你全家舒服舒服？感同身受？,Neither
好無語啊……希望認爲各種故事主角只能白人演的人都賺大錢去投資，讓影視界回到只有白人當主角的盛世好啦,Neither
恐龍大戰黑猩猩真的有嚇到我ㄟ早上一開 就一堆人來ㄌ而且每場幾乎都賣到剩前三排真的是累死人⋯⋯,Neither
我想去丰洲的星巴克因为洗手间是卫生的,Neither
啥时候移民非洲啊？跑到白人为主的国家仇视白人舔黑人这是什么玩意？别以为你仇白黑人就不打你了，谁会看得起贱货呢,Abusive-only
RT : 啥世道啊，寺庙里的和尚尼姑都变成了传承共产党红色基因的继承人了，都成了党的人了。 ,Neither
台蛙你闭嘴，反串有意思吗？去问问你美国爸爸，病毒是怎么来的。,Abusive-only
能动手别吵吵 sb小编 又是港台废编吧,Hate-speech
不過想想這有可能也跟六眼內建的精緻咒力操作有關，他可能覺得精緻的咒力操作很正常,Neither
在几乎所有动物中，只有两种动物的雄性会结盟攻击同类，一种是黑猩猩，另一种是人类。和男性比起来，女性普遍缺乏“性别荣誉感”，基本上不会自发团结起来攻击其他人。,Neither
真的是心黑，个别黑人女性真得很坏。,Hate-speech
我其實不覺得推特有比較好⋯罵支那人還是會被封鎖啊？我寧願待在噗浪天天罵賤畜。真心覺得支那人憑什麼享受人權跟別人的尊重。,Hate-speech
老禿驢又傻又壞，瞪著眼睛說瞎話啊！👎😡,Hate-speech
兩個小時前回覆First的post😆#bbrightvc ,Neither
RT : 我不知道要講什麼但又不想只打表符（好） ,Neither
也是..反正過保前一定挖得回來..（（一百瓦一個月也才 300塊電費..我應該也去挖（霧,Neither
兄弟，都是从哪找的啊,Neither
RT : 我現在倒是懷疑他們根本不想香港人打疫苗。,Neither
RT : 不管上班还是下班，我是美女是肯定的了，啦啦啦 ,Neither
在墙内？,Neither
台灣原住民你根本不用擔心人家會不肯好好回歸家庭，大部分的原住民，本來就母系社會😑這也是為什麼早期台灣有那麼多亞洲大陸人來台灣，吃飽撐著只能械鬥到死。,Neither
法轮功自媒体节目听多了吧？真凭实据？,Neither
大学是引进洋垃圾最主要的途径之一，无论是哪个人种,Hate-speech
無理心中 ,Neither
哈哈～瞧瞧這些白皮狗兒，白皮主子帶頭承認，可白皮狗們卻在瘋狂找理由為自己主子洗地！到底誰被洗腦，誰是奴才相，大家看出來了嗎？,Abusive-only
香港人真係好鍾意返工,Neither
RT : #香港音樂#HongKongMusic承接姜濤係吒咤嘅得獎感言，#Mirror 今年似乎要話畀香港人聽自己做到嘢，而嗰種初生之犢嘅血性，無論係今年組合或單飛嘅歌曲定係訪問（睇返回應某台姜蓉事件 Lokman AK 啲對答），似乎係要向舊…,Neither
我可以向白宫丢燃烧瓶不？美国警察和军人会不会对我动手？我很好奇🤣🤣🤣前段时间美国警察跪杀了黑人，人们游行的时候，美国警察对美国民众动手没有？我很好奇🤣🤣🤣在美国，只有精英… ,Neither
你提问我去过香港我回答而已。你真病得不轻。香港人自己请来的外佣，香港人自己在大街上搞货运造成街道堵塞，不检讨自己不治自己的本转骂外佣，这就是香港人的素质🤢。,Neither
这个世界如果是白人主导，会逐步走向文明，欧美就是例证。如果由黑人主导，会逐步走向野蛮，南非就是案例！,Hate-speech
这黑鬼贪得无厌啊，拿了中共那么多好处，还这样说，就不怕中共弄他,Hate-speech
歪頭）商品交貨前會敲暈不用擔心😉,Neither
不知道中國人認識不認識一個詞叫Revolution？感覺這次詞幾乎沒有聽中國人使用過，因為他們從古至今都只是一味的妥協和容忍...,Neither
蜚聲國際，香港人的驕傲！,Neither
RT : 2021.6.15.秘翻快报 国际新闻1.谭德赛促中共配合病毒起源调查2.中共病毒席卷北爱尔兰3.马来西亚男子二度染疫不治4.北约称中共带来军事挑战5.G7替代中共一带一路 ,Neither
好的中國台巴賤畜,Hate-speech
一点毛病没有，支那猪是日本人对中国人的蔑称，你作为中国人可以叫支那猪，别的中国人也可以叫你支那猪，就想黑人之间互称“尼哥”一样。当然有人颅内脱脂认为自己不是支那人，就像一个黑人硬说自己是白人一样扯淡。,Neither
